"replicates","emergence_time","fullname","round","diet","conditions","subreplicates"
"v9c",225,"control_noselection_round4.csv",4,"control","noselection","9c"
"v9c",225,"control_noselection_round4.csv",4,"control","noselection","9c"
"v9c",225,"control_noselection_round4.csv",4,"control","noselection","9c"
"v9c",227,"control_noselection_round4.csv",4,"control","noselection","9c"
"v9c",228,"control_noselection_round4.csv",4,"control","noselection","9c"
"v9c",229,"control_noselection_round4.csv",4,"control","noselection","9c"
"v9c",229,"control_noselection_round4.csv",4,"control","noselection","9c"
"v9c",230,"control_noselection_round4.csv",4,"control","noselection","9c"
"v9c",237,"control_noselection_round4.csv",4,"control","noselection","9c"
"v9c",251,"control_noselection_round4.csv",4,"control","noselection","9c"
"v10a",207,"control_noselection_round4.csv",4,"control","noselection","10a"
"v10a",210,"control_noselection_round4.csv",4,"control","noselection","10a"
"v10a",213,"control_noselection_round4.csv",4,"control","noselection","10a"
"v10a",225,"control_noselection_round4.csv",4,"control","noselection","10a"
"v10a",225,"control_noselection_round4.csv",4,"control","noselection","10a"
"v10a",225,"control_noselection_round4.csv",4,"control","noselection","10a"
"v10a",225,"control_noselection_round4.csv",4,"control","noselection","10a"
"v10a",225,"control_noselection_round4.csv",4,"control","noselection","10a"
"v10a",225,"control_noselection_round4.csv",4,"control","noselection","10a"
"v10a",226,"control_noselection_round4.csv",4,"control","noselection","10a"
"v10a",227,"control_noselection_round4.csv",4,"control","noselection","10a"
"v10a",230,"control_noselection_round4.csv",4,"control","noselection","10a"
"v10a",233,"control_noselection_round4.csv",4,"control","noselection","10a"
"v10a",236,"control_noselection_round4.csv",4,"control","noselection","10a"
"v10a",237,"control_noselection_round4.csv",4,"control","noselection","10a"
"v10b",201,"control_noselection_round4.csv",4,"control","noselection","10b"
"v10b",205,"control_noselection_round4.csv",4,"control","noselection","10b"
"v10b",208,"control_noselection_round4.csv",4,"control","noselection","10b"
"v10b",209,"control_noselection_round4.csv",4,"control","noselection","10b"
"v10b",209,"control_noselection_round4.csv",4,"control","noselection","10b"
"v10b",210,"control_noselection_round4.csv",4,"control","noselection","10b"
"v10b",210,"control_noselection_round4.csv",4,"control","noselection","10b"
"v10b",210,"control_noselection_round4.csv",4,"control","noselection","10b"
"v10b",210,"control_noselection_round4.csv",4,"control","noselection","10b"
"v10b",212,"control_noselection_round4.csv",4,"control","noselection","10b"
"v10b",212,"control_noselection_round4.csv",4,"control","noselection","10b"
"v10b",213,"control_noselection_round4.csv",4,"control","noselection","10b"
"v10b",213,"control_noselection_round4.csv",4,"control","noselection","10b"
"v10b",213,"control_noselection_round4.csv",4,"control","noselection","10b"
"v10b",225,"control_noselection_round4.csv",4,"control","noselection","10b"
"v10b",225,"control_noselection_round4.csv",4,"control","noselection","10b"
"v10b",225,"control_noselection_round4.csv",4,"control","noselection","10b"
"v10b",225,"control_noselection_round4.csv",4,"control","noselection","10b"
"v10b",230,"control_noselection_round4.csv",4,"control","noselection","10b"
"v10b",237,"control_noselection_round4.csv",4,"control","noselection","10b"
"v10b",237,"control_noselection_round4.csv",4,"control","noselection","10b"
"v10b",251,"control_noselection_round4.csv",4,"control","noselection","10b"
"v10c",202,"control_noselection_round4.csv",4,"control","noselection","10c"
"v10c",202,"control_noselection_round4.csv",4,"control","noselection","10c"
"v10c",203,"control_noselection_round4.csv",4,"control","noselection","10c"
"v10c",203,"control_noselection_round4.csv",4,"control","noselection","10c"
"v10c",203,"control_noselection_round4.csv",4,"control","noselection","10c"
"v10c",205,"control_noselection_round4.csv",4,"control","noselection","10c"
"v10c",205,"control_noselection_round4.csv",4,"control","noselection","10c"
"v10c",206,"control_noselection_round4.csv",4,"control","noselection","10c"
"v10c",206,"control_noselection_round4.csv",4,"control","noselection","10c"
"v10c",207,"control_noselection_round4.csv",4,"control","noselection","10c"
"v10c",210,"control_noselection_round4.csv",4,"control","noselection","10c"
"v10c",210,"control_noselection_round4.csv",4,"control","noselection","10c"
"v10c",211,"control_noselection_round4.csv",4,"control","noselection","10c"
"v10c",213,"control_noselection_round4.csv",4,"control","noselection","10c"
"v10c",225,"control_noselection_round4.csv",4,"control","noselection","10c"
"v10c",225,"control_noselection_round4.csv",4,"control","noselection","10c"
"v10c",225,"control_noselection_round4.csv",4,"control","noselection","10c"
"v10c",225,"control_noselection_round4.csv",4,"control","noselection","10c"
"v10c",225,"control_noselection_round4.csv",4,"control","noselection","10c"
"v10c",225,"control_noselection_round4.csv",4,"control","noselection","10c"
"v10c",225,"control_noselection_round4.csv",4,"control","noselection","10c"
"v10c",225,"control_noselection_round4.csv",4,"control","noselection","10c"
"v10c",225,"control_noselection_round4.csv",4,"control","noselection","10c"
"v1a",205,"control_noselection_round5.csv",5,"control","noselection","1a"
"v1a",205,"control_noselection_round5.csv",5,"control","noselection","1a"
"v1a",207,"control_noselection_round5.csv",5,"control","noselection","1a"
"v1a",209,"control_noselection_round5.csv",5,"control","noselection","1a"
"v1a",210,"control_noselection_round5.csv",5,"control","noselection","1a"
"v1a",211,"control_noselection_round5.csv",5,"control","noselection","1a"
"v1a",212,"control_noselection_round5.csv",5,"control","noselection","1a"
"v1a",213,"control_noselection_round5.csv",5,"control","noselection","1a"
"v1a",225,"control_noselection_round5.csv",5,"control","noselection","1a"
"v1a",225,"control_noselection_round5.csv",5,"control","noselection","1a"
"v1a",225,"control_noselection_round5.csv",5,"control","noselection","1a"
"v1a",225,"control_noselection_round5.csv",5,"control","noselection","1a"
"v1a",226,"control_noselection_round5.csv",5,"control","noselection","1a"
"v1a",228,"control_noselection_round5.csv",5,"control","noselection","1a"
"v1a",234,"control_noselection_round5.csv",5,"control","noselection","1a"
"v1a",252,"control_noselection_round5.csv",5,"control","noselection","1a"
"v1b",203,"control_noselection_round5.csv",5,"control","noselection","1b"
"v1b",208,"control_noselection_round5.csv",5,"control","noselection","1b"
"v1b",212,"control_noselection_round5.csv",5,"control","noselection","1b"
"v1b",213,"control_noselection_round5.csv",5,"control","noselection","1b"
"v1b",225,"control_noselection_round5.csv",5,"control","noselection","1b"
"v1b",225,"control_noselection_round5.csv",5,"control","noselection","1b"
"v1b",225,"control_noselection_round5.csv",5,"control","noselection","1b"
"v1b",225,"control_noselection_round5.csv",5,"control","noselection","1b"
"v1b",225,"control_noselection_round5.csv",5,"control","noselection","1b"
"v1b",225,"control_noselection_round5.csv",5,"control","noselection","1b"
"v1b",234,"control_noselection_round5.csv",5,"control","noselection","1b"
"v1b",237,"control_noselection_round5.csv",5,"control","noselection","1b"
"v1b",258,"control_noselection_round5.csv",5,"control","noselection","1b"
"v1c",206,"control_noselection_round5.csv",5,"control","noselection","1c"
"v1c",206,"control_noselection_round5.csv",5,"control","noselection","1c"
"v1c",207,"control_noselection_round5.csv",5,"control","noselection","1c"
"v1c",208,"control_noselection_round5.csv",5,"control","noselection","1c"
"v1c",209,"control_noselection_round5.csv",5,"control","noselection","1c"
"v1c",211,"control_noselection_round5.csv",5,"control","noselection","1c"
"v1c",211,"control_noselection_round5.csv",5,"control","noselection","1c"
"v1c",212,"control_noselection_round5.csv",5,"control","noselection","1c"
"v1c",225,"control_noselection_round5.csv",5,"control","noselection","1c"
"v1c",225,"control_noselection_round5.csv",5,"control","noselection","1c"
"v1c",225,"control_noselection_round5.csv",5,"control","noselection","1c"
"v1c",225,"control_noselection_round5.csv",5,"control","noselection","1c"
"v1c",225,"control_noselection_round5.csv",5,"control","noselection","1c"
"v1c",225,"control_noselection_round5.csv",5,"control","noselection","1c"
"v1c",225,"control_noselection_round5.csv",5,"control","noselection","1c"
"v1c",225,"control_noselection_round5.csv",5,"control","noselection","1c"
"v1c",225,"control_noselection_round5.csv",5,"control","noselection","1c"
"v1c",226,"control_noselection_round5.csv",5,"control","noselection","1c"
"v1c",226,"control_noselection_round5.csv",5,"control","noselection","1c"
"v1c",227,"control_noselection_round5.csv",5,"control","noselection","1c"
"v1c",227,"control_noselection_round5.csv",5,"control","noselection","1c"
"v1c",228,"control_noselection_round5.csv",5,"control","noselection","1c"
"v1c",228,"control_noselection_round5.csv",5,"control","noselection","1c"
"v1c",249,"control_noselection_round5.csv",5,"control","noselection","1c"
"v2a",202,"control_noselection_round5.csv",5,"control","noselection","2a"
"v2a",203,"control_noselection_round5.csv",5,"control","noselection","2a"
"v2a",205,"control_noselection_round5.csv",5,"control","noselection","2a"
"v2a",206,"control_noselection_round5.csv",5,"control","noselection","2a"
"v2a",206,"control_noselection_round5.csv",5,"control","noselection","2a"
"v2a",207,"control_noselection_round5.csv",5,"control","noselection","2a"
"v2a",207,"control_noselection_round5.csv",5,"control","noselection","2a"
"v2a",207,"control_noselection_round5.csv",5,"control","noselection","2a"
"v2a",208,"control_noselection_round5.csv",5,"control","noselection","2a"
"v2a",208,"control_noselection_round5.csv",5,"control","noselection","2a"
"v2a",208,"control_noselection_round5.csv",5,"control","noselection","2a"
"v2a",209,"control_noselection_round5.csv",5,"control","noselection","2a"
"v2a",209,"control_noselection_round5.csv",5,"control","noselection","2a"
"v2a",209,"control_noselection_round5.csv",5,"control","noselection","2a"
"v2a",210,"control_noselection_round5.csv",5,"control","noselection","2a"
"v2a",212,"control_noselection_round5.csv",5,"control","noselection","2a"
"v2a",212,"control_noselection_round5.csv",5,"control","noselection","2a"
"v2a",213,"control_noselection_round5.csv",5,"control","noselection","2a"
"v2a",213,"control_noselection_round5.csv",5,"control","noselection","2a"
"v2a",225,"control_noselection_round5.csv",5,"control","noselection","2a"
"v2a",225,"control_noselection_round5.csv",5,"control","noselection","2a"
"v2a",225,"control_noselection_round5.csv",5,"control","noselection","2a"
"v2a",225,"control_noselection_round5.csv",5,"control","noselection","2a"
"v2a",225,"control_noselection_round5.csv",5,"control","noselection","2a"
"v2a",225,"control_noselection_round5.csv",5,"control","noselection","2a"
"v2a",225,"control_noselection_round5.csv",5,"control","noselection","2a"
"v2a",225,"control_noselection_round5.csv",5,"control","noselection","2a"
"v2a",225,"control_noselection_round5.csv",5,"control","noselection","2a"
"v2a",225,"control_noselection_round5.csv",5,"control","noselection","2a"
"v2a",225,"control_noselection_round5.csv",5,"control","noselection","2a"
"v2a",226,"control_noselection_round5.csv",5,"control","noselection","2a"
"v2a",227,"control_noselection_round5.csv",5,"control","noselection","2a"
"v2a",229,"control_noselection_round5.csv",5,"control","noselection","2a"
"v2a",229,"control_noselection_round5.csv",5,"control","noselection","2a"
"v2a",249,"control_noselection_round5.csv",5,"control","noselection","2a"
"v2a",253,"control_noselection_round5.csv",5,"control","noselection","2a"
"v2b",201,"control_noselection_round5.csv",5,"control","noselection","2b"
"v2b",204,"control_noselection_round5.csv",5,"control","noselection","2b"
"v2b",205,"control_noselection_round5.csv",5,"control","noselection","2b"
"v2b",210,"control_noselection_round5.csv",5,"control","noselection","2b"
"v2b",210,"control_noselection_round5.csv",5,"control","noselection","2b"
"v2b",211,"control_noselection_round5.csv",5,"control","noselection","2b"
"v2b",211,"control_noselection_round5.csv",5,"control","noselection","2b"
"v2b",212,"control_noselection_round5.csv",5,"control","noselection","2b"
"v2b",213,"control_noselection_round5.csv",5,"control","noselection","2b"
"v2b",213,"control_noselection_round5.csv",5,"control","noselection","2b"
"v2b",225,"control_noselection_round5.csv",5,"control","noselection","2b"
"v2b",225,"control_noselection_round5.csv",5,"control","noselection","2b"
"v2b",225,"control_noselection_round5.csv",5,"control","noselection","2b"
"v2b",225,"control_noselection_round5.csv",5,"control","noselection","2b"
"v2b",225,"control_noselection_round5.csv",5,"control","noselection","2b"
"v2b",225,"control_noselection_round5.csv",5,"control","noselection","2b"
"v2b",225,"control_noselection_round5.csv",5,"control","noselection","2b"
"v2b",225,"control_noselection_round5.csv",5,"control","noselection","2b"
"v2b",225,"control_noselection_round5.csv",5,"control","noselection","2b"
"v2b",225,"control_noselection_round5.csv",5,"control","noselection","2b"
"v2b",225,"control_noselection_round5.csv",5,"control","noselection","2b"
"v2b",225,"control_noselection_round5.csv",5,"control","noselection","2b"
"v2b",225,"control_noselection_round5.csv",5,"control","noselection","2b"
"v2b",225,"control_noselection_round5.csv",5,"control","noselection","2b"
